source_group,source_table,source_file,column_name,data_type,missing_percentage,unique_values,example_values,numeric_min,numeric_q05,numeric_q25,numeric_median,numeric_q75,numeric_q95,numeric_max,date_min,date_max,likely_semantic_role,timing_classification,possible_leakage_risk,missingness_interpretation,data_quality_concerns
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,MODIFIER1,float64,100.0,0,,,,,,,,,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (100.0%); constant or all-missing field
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,MODIFIER2,float64,100.0,0,,,,,,,,,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (100.0%); constant or all-missing field
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,NOTES,str,0.0,312,Well child visit (procedure) | Hep B  adolescent or pediatric | Medication reconciliation (procedure),,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,OUTSTANDING,float64,0.0,620,0.0 | 136.8 | 136.0,0.0,0.0,0.0,0.0,53.8,229.32,10605.25,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,PATIENTID,str,0.0,31,2d68ad16-268a-478c-1f84-d0f1976e1a46 | 76b20010-c318-5754-8c85-983aa538522f | aee7bbe1-0c45-c028-1e62-1f4cdb30c273,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,PATIENTINSURANCEID,str,0.751656,397,2d68ad16-268a-478c-9401-932a8fdf2cdb | 76b20010-c318-5754-1d45-35c9de82f7eb | aee7bbe1-0c45-c028-9f64-c0a245050961,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,PAYMENTS,float64,0.0,1580,0.0 | 136.8 | 136.0,0.0,0.0,0.0,0.0,85.55,431.4,40980.78,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,PLACEOFSERVICE,str,0.0,93,e49b692f-cccc-3cd5-93df-6db63dfc3e4a | 8ce066ae-10ad-3679-9272-387e8cb21947 | 328f813e-4de8-3ec2-a113-43f3ddfb0b2a,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,PROCEDURECODE,int64,0.0,311,410620009 | 8 | 430193006,3.0,140.0,2123111.0,185347001.0,385763009.0,1260009003.0,456191000124101.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,PROVIDERID,str,0.0,93,95f62e98-c200-38ba-a140-a1473478ed67 | d4523a42-ae7d-3dcc-93b4-aba63ad527c8 | 44b1ed6f-7b9e-3184-8c0e-fabe22a30cf2,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,SUPERVISINGPROVIDERID,str,0.0,93,95f62e98-c200-38ba-a140-a1473478ed67 | d4523a42-ae7d-3dcc-93b4-aba63ad527c8 | 44b1ed6f-7b9e-3184-8c0e-fabe22a30cf2,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,TODATE,str,0.0,6485,2019-12-25T01:26:51Z | 1970-01-01T00:00:00Z | 2018-01-19T18:53:21Z,,,,,,,,1937-09-01,2026-07-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,TRANSFEROUTID,float64,87.963576,3635,1.0 | 6.0 | 12.0,1.0,1013.0000000000002,6434.5,12823.0,21585.0,34445.799999999996,39652.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (88.0%)
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,TRANSFERS,float64,75.927152,554,136.8 | 136.0 | 215.7,0.01,3.0735000000000015,42.77,86.28,136.8,448.75949999999966,10605.25,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (75.9%)
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,TRANSFERTYPE,str,53.854305,3,1 | p | 2,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (53.9%)
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,TYPE,str,0.0,4,CHARGE | TRANSFEROUT | TRANSFERIN,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,UNITAMOUNT,float64,0.0,1040,136.8 | 0.0 | 136.0,0.0,0.0,0.0,0.0,30.67,431.4,40980.78,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,claims_transactions,data/raw/synthea/claims_transactions.csv,UNITS,int64,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
raw_synthea,conditions,data/raw/synthea/conditions.csv,CODE,int64,0.0,141,314529007 | 125605004 | 65966004,4557003.0,39848009.0,73595000.0,224299000.0,314529007.0,741062008.0,1.0939881000119104e+16,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,conditions,data/raw/synthea/conditions.csv,DESCRIPTION,str,0.0,141,Medication review due (situation) | Fracture of bone (disorder) | Fracture of forearm (disorder),,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,conditions,data/raw/synthea/conditions.csv,ENCOUNTER,str,0.0,839,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,conditions,data/raw/synthea/conditions.csv,PATIENT,str,0.0,31,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,conditions,data/raw/synthea/conditions.csv,START,str,0.0,792,2019-12-25 | 2018-01-19 | 2016-10-11,,,,,,,,1937-09-01,2026-07-22,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,conditions,data/raw/synthea/conditions.csv,STOP,str,24.902724,610,2019-12-25 | 2018-01-19 | 2017-10-17,,,,,,,,1996-01-17,2026-07-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,high missingness (24.9%); some date values do not parse
raw_synthea,conditions,data/raw/synthea/conditions.csv,SYSTEM,str,0.0,1,SNOMED-CT,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
raw_synthea,devices,data/raw/synthea/devices.csv,CODE,int64,0.0,16,706298007 | 228869008 | 225738002,8060009.0,114082606.40000005,228869008.0,706180003.0,706298007.0,706298007.0,706298007.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,devices,data/raw/synthea/devices.csv,DESCRIPTION,str,0.0,16,Dental x-ray system (physical object) | Manual wheelchair (physical object) | Operating room (environment),,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,devices,data/raw/synthea/devices.csv,ENCOUNTER,str,0.0,189,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,devices,data/raw/synthea/devices.csv,PATIENT,str,0.0,29,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,devices,data/raw/synthea/devices.csv,START,str,0.0,205,2020-11-10T01:20:04Z | 2023-12-05T01:28:22Z | 2024-12-03T00:00:02Z,,,,,,,,1937-09-01,2026-07-03,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,devices,data/raw/synthea/devices.csv,STOP,str,33.04721,139,2020-11-10T01:20:04Z | 2023-12-05T01:28:22Z | 2025-01-29T00:28:46Z,,,,,,,,1982-08-01,2026-07-03,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,high missingness (33.0%); some date values do not parse
raw_synthea,devices,data/raw/synthea/devices.csv,UDI,str,0.0,233,(01)51793621209144(11)201020(17)451104(10)30067909324(21)994 | (01)66354499828628(11)231114(17)481128(10)2596(21)8067743134 | (01)34710861059257(11)241112(17)491127(10)69691612(21)565483,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,BASE_ENCOUNTER_COST,float64,0.0,10,136.8 | 146.18 | 85.55,75.0,85.55,85.55,85.55,136.8,142.58,146.18,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,CODE,int64,0.0,37,410620009 | 50849002 | 185345009,1505002.0,50849002.0,185347001.0,185347001.0,308335008.0,702927004.0,702927004.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,DESCRIPTION,str,0.0,37,Well child visit (procedure) | Emergency room admission (procedure) | Encounter for symptom (procedure),,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,ENCOUNTERCLASS,str,0.0,10,wellness | emergency | ambulatory,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,Id,str,0.0,2260,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,ORGANIZATION,str,0.0,93,<direct/quasi-identifier values masked>,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,PATIENT,str,0.0,31,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,PAYER,str,0.0,10,26aab0cd-6aba-3e1b-ac5b-05c8867e762c | d31fccc3-1767-390d-966a-22a5156f4219 | b046940f-1664-3047-bca7-dfa76be352a4,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,PAYER_COVERAGE,float64,0.0,874,0.0 | 478.04 | 278.18,0.0,0.0,199.71,571.005,1276.695,6759.089499999988,69899.38,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,PROVIDER,str,0.0,93,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,REASONCODE,float64,34.20354,78,125605004.0 | 195662009.0 | 65966004.0,4557003.0,6525002.0,66383009.0,254837009.0,431857002.0,609328004.0,124171000119105.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (34.2%)
raw_synthea,encounters,data/raw/synthea/encounters.csv,REASONDESCRIPTION,str,34.20354,78,Fracture of bone (disorder) | Acute viral pharyngitis (disorder) | Fracture of forearm (disorder),,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (34.2%)
raw_synthea,encounters,data/raw/synthea/encounters.csv,START,str,0.0,2215,2019-12-25T01:11:51Z | 2018-01-19T18:38:21Z | 2016-10-10T23:04:33Z,,,,,,,,1937-09-01,2026-07-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,STOP,str,0.0,2258,2019-12-25T01:26:51Z | 2018-01-19T18:53:21Z | 2016-10-10T23:19:33Z,,,,,,,,1937-09-01,2026-07-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,encounters,data/raw/synthea/encounters.csv,TOTAL_CLAIM_COST,float64,0.0,764,563.08 | 750.25 | 347.38,75.0,92.93,516.95,816.8,1574.6825,7973.362499999993,87374.27,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,BODYSITE_CODE,int64,0.0,9,40983000 | 8205005 | 700016008,344001.0,67346752.5,700016008.0,700016008.0,700016008.0,700016008.0,700016008.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,BODYSITE_DESCRIPTION,str,0.0,9,Structure of upper extremity between shoulder and elbow (bod | Wrist region structure (body structure) | Structure of region of internal part of mouth (body structur,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,DATE,str,0.0,132,2019-09-15T23:04:33Z | 2020-10-15T23:36:25Z | 2020-11-10T01:20:04Z,,,,,,,,1937-09-01,2026-07-03,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,ENCOUNTER,str,0.0,132,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,INSTANCE_UID,str,0.0,136,1.2.840.99999999.1.1.21897549.1568588673569 | 1.2.840.99999999.1.1.86421687.1602804985569 | 1.2.840.99999999.1.1.51329681.1604971204569,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,Id,str,0.0,133,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,candidate primary key is null or duplicated
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,MODALITY_CODE,str,0.0,4,DX | US | OP,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,MODALITY_DESCRIPTION,str,0.0,4,Digital Radiography | Ultrasound | Ophthalmic Photography,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,PATIENT,str,0.0,29,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,PROCEDURE_CODE,int64,0.0,10,713026007 | 713024005 | 241046008,40701008.0,241046008.0,241046008.0,241046008.0,241046008.0,433236007.0,1290459008.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,SERIES_UID,str,0.0,133,1.2.840.99999999.1.63289205.1568588673569 | 1.2.840.99999999.1.15541433.1602804985569 | 1.2.840.99999999.1.13786279.1604971204569,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,SOP_CODE,str,0.0,4,1.2.840.10008.5.1.4.1.1.1.1 | 1.2.840.10008.5.1.4.1.1.1.3 | 1.2.840.10008.5.1.4.1.1.3.1,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,imaging_studies,data/raw/synthea/imaging_studies.csv,SOP_DESCRIPTION,str,0.0,5,Digital X-Ray Image Storage | Digital Intra-Oral X-Ray Image Storage - For Presentation | Ultrasound Multiframe Image Storage,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,immunizations,data/raw/synthea/immunizations.csv,BASE_COST,float64,0.0,1,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,constant or all-missing field
raw_synthea,immunizations,data/raw/synthea/immunizations.csv,CODE,int64,0.0,20,140 | 8 | 49,3.0,10.0,113.0,140.0,140.0,207.0,208.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,immunizations,data/raw/synthea/immunizations.csv,DATE,str,0.0,309,2016-10-10T23:04:33Z | 2019-12-25T01:11:51Z | 2018-01-19T18:38:21Z,,,,,,,,1996-01-17,2026-07-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,immunizations,data/raw/synthea/immunizations.csv,DESCRIPTION,str,0.0,20,Influenza  split virus  trivalent  PF | Hep B  adolescent or pediatric | Hib (PRP-OMP),,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,immunizations,data/raw/synthea/immunizations.csv,ENCOUNTER,str,0.0,312,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,immunizations,data/raw/synthea/immunizations.csv,PATIENT,str,0.0,31,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,BASE_COST,float64,0.0,420,81.03 | 20.09 | 45.86,0.01,0.45,0.91,29.21,129.94,229.32,2023.96,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,CODE,int64,0.0,81,313820 | 198405 | 313782,106258.0,106892.0,205923.0,314076.0,904419.0,1664463.0,2123111.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,DESCRIPTION,str,0.0,82,Acetaminophen 160 MG Chewable Tablet | Ibuprofen 100 MG Oral Tablet | Acetaminophen 325 MG Oral Tablet,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,DISPENSES,int64,0.0,33,1 | 43 | 12,1.0,1.0,1.0,1.0,2.0,12.0,856.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,ENCOUNTER,str,0.0,1098,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,PATIENT,str,0.0,30,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,PAYER,str,0.0,10,b046940f-1664-3047-bca7-dfa76be352a4 | d31fccc3-1767-390d-966a-22a5156f4219 | df166300-5a78-3502-a46a-832842197811,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,PAYER_COVERAGE,float64,0.0,235,0.0 | 36.69 | 79.94,0.0,0.0,0.0,0.0,79.94,148.4125,1783.6,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,REASONCODE,float64,15.107914,26,10509002.0 | 103697008.0 | 233678006.0,10509002.0,59621000.0,59621000.0,161665007.0,271737000.0,714628002.0,132281000119108.0,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,REASONDESCRIPTION,str,15.107914,26,Acute bronchitis (disorder) | Patient referral for dental care (procedure) | Childhood asthma (disorder),,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,START,str,0.0,1115,2019-09-15T23:36:25Z | 2020-10-16T00:00:02Z | 2018-05-04T18:58:29Z,,,,,,,,1953-10-07,2026-07-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,medications,data/raw/synthea/medications.csv,STOP,str,5.035971,1066,2019-11-09T23:36:25Z | 2020-11-26T00:00:02Z | 2018-05-20T18:58:29Z,,,,,,,,1996-01-17,2026-07-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,some date values do not parse
raw_synthea,medications,data/raw/synthea/medications.csv,TOTALCOST,float64,0.0,471,81.03 | 20.09 | 45.86,0.01,0.9,2.73,29.21,129.94,1377.7,340861.29,,,numeric_measure,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,observations,data/raw/synthea/observations.csv,CATEGORY,str,2.764199,8,vital-signs | laboratory | social-history,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,observations,data/raw/synthea/observations.csv,CODE,str,0.0,198,8302-2 | 72514-3 | 29463-7,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,observations,data/raw/synthea/observations.csv,DATE,str,0.0,2678,2019-12-25T01:11:51Z | 2018-01-19T18:38:21Z | 2016-10-10T23:04:33Z,,,,,,,,1996-01-17,2026-07-29,temporal,event_time,CONDITIONAL: require date <= analysis/prediction cutoff,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,observations,data/raw/synthea/observations.csv,DESCRIPTION,str,0.0,199,Body Height | Pain severity - 0-10 verbal numeric rating [Score] - Reporte | Body Weight,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,observations,data/raw/synthea/observations.csv,ENCOUNTER,str,2.764199,1184,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,observations,data/raw/synthea/observations.csv,PATIENT,str,0.0,31,<direct/quasi-identifier values masked>,,,,,,,,,,identifier_or_foreign_key,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,observations,data/raw/synthea/observations.csv,TYPE,str,0.0,2,numeric | text,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,none observed in univariate profile
raw_synthea,observations,data/raw/synthea/observations.csv,UNITS,str,26.68894,42,cm | {score} | kg,,,,,,,,,,categorical_or_descriptive,baseline_or_source_dependent,UNKNOWN until source timing is confirmed,collected_but_unavailable_or_unknown,high missingness (26.7%)
